Group_ID,Group_name,Short_name
171,"Desktops & All-in-One Computers; Office & Business Software; Computers; Computer Accessories; Computers, Hardware & Software; Hardware; Software & PC Games; Computers & Accessories; Computer Cards & Components; Computer Memory; Software","Computers, Hardware, Software"
172,"Home Theater Systems; Outdoor Lighting; Interior Accessories; Office Electronics; Hair Care; Home & Garden; Travel Accessories; Office & Business Software; Car Installation Parts; Bath & Skin Care; Track Lighting & Accessories; Art Supplies; Crafts; Accessories; Craft Lover's Gifts; DJ & Lighting Equipment; Personal Care; Car Video & Back-Up Cameras; Shower Curtains & Accessories; Tire Accessories; Office Supplies; Film Cameras & Accessories; TV & Home Theater Services; Desk Accessories; Jewelry and Accessories; Home Improvement; Office Furniture; Dolls & Accessories; Oral Care; Car Seats & Strollers; Car Security & Remote Start; Home Office Furniture; Canvas Wall Art; Sewing Machines; Bedding Accessories; Fax Machines/Copiers; Art Gallery; Sewing & Needlework; Home Energy Technology; Audio & Home Theater; Home Health Care; MP3 Accessories & Docking Stations; Personal Care & Beauty; Computers & Accessories; Office & School Supplies; Vacuum Cleaners & Floor Care; iPod & MP3 Players; Skin Care; Pretend Play, Arts & Crafts; Baby Bath & Skin Care; Computer Accessories; Paint & Home Décor; Business Office Furniture; Crafts & Sewing; Car Audio; Home Security & Monitoring; Exterior Accessories; Arts & Crafts; Binders & Accessories; Lighting; Home Entertainment; Home Audio & Theater; Jewelry Boxes & Accessories; iPods & MP3 Players; Printers & Office Machines; Office; Office Technology; Office Supplies & Equipment; Home Audio; Home Office Equipment; Smartphone & iPod Car Connectors; Home Decor; Car Care & Maintenance; General Office Supplies; Gardening & Lawn Care; Home Health & Mobility; Home Accents; Wall Lighting; Office Products; Art & School Supplies; Car Seats; Wall Art & Coverings; Home; Ceiling Lighting; Swimming Pools & Accessories","Sewing, Machines, Office, Home, Care"
173,Sewing Machines; Fax Machines/Copiers; Printers & Office Machines,"Fax, Copiers, Machines"
174,Home Theater Systems; Home & Garden; TV & Home Theater Services; Home Improvement; Security Systems; Home Office Furniture; Home Security & Monitoring; Audio & Home Theater; Home Health Care; Paint & Home Décor; Classic Video Game Systems; Home Energy Technology; Compact System Cameras; Home Entertainment; Home Audio & Theater; Home Accents; Home Audio; Home Office Equipment; Home Decor; Home Health & Mobility; Video Games & Systems; Home,"Theater, Systems, Home"
175,Home Theater Systems; Home & Garden; TV & Home Theater Services; Home Improvement; Security Systems; Car Security & Remote Start; Home Office Furniture; Home Energy Technology; Audio & Home Theater; Home Health Care; Paint & Home Décor; Classic Video Game Systems; Home Security & Monitoring; Compact System Cameras; Home Entertainment; Home Audio & Theater; Home Accents; Home Audio; Home Office Equipment; Home Decor; Home Health & Mobility; Video Games & Systems; Home,"Security, Systems, Home"
176,"Home Theater Systems; Hair Care; Telescopes, Binoculars & Sports Cameras; Car Care & Maintenance; Car Installation Parts; Bath & Skin Care; Car Seats & Strollers; Personal Care; Car Video & Back-Up Cameras; Digital SLR Cameras; Film Cameras & Accessories; Home Office Furniture; Home Improvement; Security Systems; Oral Care; Home & Garden; Car Security & Remote Start; TV & Home Theater Services; Personal Care & Beauty; Home Energy Technology; Audio & Home Theater; Home Health Care; Camera Lenses; Vacuum Cleaners & Floor Care; Skin Care; Baby Bath & Skin Care; Paint & Home Décor; Classic Video Game Systems; Car Audio; Home Security & Monitoring; Cameras & Photo; Compact System Cameras; Home Entertainment; Home Audio & Theater; Cameras & Camcorders; Home Accents; Home Audio; Home Office Equipment; Smartphone & iPod Car Connectors; Home Decor; Gardening & Lawn Care; Home Health & Mobility; Video Games & Systems; Digital Cameras; Car Seats; Home","Cameras, Systems, Home, Care, Car"
177,Home Theater Systems; Hair Care; Home & Garden; Car Care & Maintenance; Car Installation Parts; Bath & Skin Care; Car Seats & Strollers; Personal Care; Car Video & Back-Up Cameras; Home Office Furniture; Home Improvement; Security Systems; Oral Care; Video Games; Car Security & Remote Start; TV & Home Theater Services; Audio & Video; Personal Care & Beauty; Video Game Trade-In; TV & Video; Home Security & Monitoring; Audio & Home Theater; Home Health Care; Vacuum Cleaners & Floor Care; Skin Care; Baby Bath & Skin Care; Paint & Home Décor; Classic Video Game Systems; Car Audio; Home Energy Technology; Compact System Cameras; Home Entertainment; Home Audio & Theater; Home Accents; Home Audio; Home Office Equipment; Smartphone & iPod Car Connectors; Home Decor; Video on Demand by VUDU; Gardening & Lawn Care; Home Health & Mobility; Video Games & Systems; Car Seats; Home; PC & Video Games,"Video, Systems, Home, Care, Car"
178,"Film Cameras & Accessories; Home Theater Systems; Video Games & Systems; Telescopes, Binoculars & Sports Cameras; Security Systems; Classic Video Game Systems; Cameras & Camcorders; Digital Cameras; Digital SLR Cameras; Car Video & Back-Up Cameras; Cameras & Photo; Compact System Cameras; Camera Lenses","Cameras, Compact, Systems"
179,Home Theater Systems; Health Insurance &; Home & Garden; Health & Safety; Home Office Furniture; Home Improvement; TV & Home Theater Services; Home Security & Monitoring; Audio & Home Theater; Home Health Care; Health & Child Safety; Health & Beauty; Paint & Home Décor; Home Energy Technology; Home Entertainment; Home Audio & Theater; Pet Health Supplies; Office Technology; Home Accents; Home Audio; Home Office Equipment; Home Decor; Home Health & Mobility; Health & Fitness Technology; Home,"Health, Technology, Home"
180,"Men; Men's Grooming; Bath & Skin Care; Pet Jewelry; Car Video & Back-Up Cameras; Dolls & Accessories; Oral Care; Telescopes, Binoculars & Sports Cameras; TV & Home Theater Services; Eco-Friendly Pet Supplies; Pet Houses; Home Security & Monitoring; Audio & Home Theater; Tire Accessories; Shower Curtains & Accessories; Wall Lighting; Men's Clothing; MP3 Accessories & Docking Stations; Crafts; Pet Training; Motor Sports; Accessories; Health & Fitness Technology; Home Decor; Pet Beds; Sports & Outdoor Recreation; Ceiling Lighting; Pets; Home & Garden; Sports; Men's Sport Clothing; Pet Gates & Doors; Film Cameras & Accessories; Home Improvement; Binders & Accessories; Pet Apparel; Pet Lover's Gifts; Winter Sports; Pet Toys; Computers & Accessories; Home Energy Technology; Pet Stairs & Ramps; Skin Care; Pet Supplies; Pet Grooming; Pet Memorials; Crafts & Sewing; Home Entertainment; Home Audio & Theater; Pet Health Supplies; Office Technology; Home Audio; Smartphone & iPod Car Connectors; Arts & Crafts; Computer Accessories; Sports Fan Shop; Home; Jewelry Boxes & Accessories; Pet Occasions & Holidays; Outdoor Lighting; DJ & Lighting Equipment; Car Seats & Strollers; Travel Accessories; Car Installation Parts; Craft Lover's Gifts; Hair Care; Pet Carriers & Travel; Exercise & Fitness; Art Gallery; Bedding Accessories; Lighting; Wall Art & Coverings; Vacuum Cleaners & Floor Care; Sports & Fitness; iPods & MP3 Players; Women's Sport Clothing; Paint & Home Décor; Home Office Equipment; Pet Clean Up; Team Sports; Home Theater Systems; Interior Accessories; Fitness & Nutrition; Men's Big & Tall; Canvas Wall Art; Art Supplies; Personal Care; Jewelry and Accessories; Swimming Pools & Accessories; Car Security & Remote Start; Home Office Furniture; Personal Care & Beauty; Men's Activewear; Home Health Care; Sports & Outdoors; iPod & MP3 Players; Baby Bath & Skin Care; Track Lighting & Accessories; Car Audio; Water Sports & Pools; Desk Accessories; Exterior Accessories; Home Accents; Car Care & Maintenance; Gardening & Lawn Care; Home Health & Mobility; Pretend Play, Arts & Crafts; Car Seats; Art & School Supplies","Fitness, Technology, Home, Care, Car"
181,Home Theater Systems; Home & Garden; TV & Internet Service Providers; TV & Home Theater Services; Home Improvement; Auto Services; Home Office Furniture; Home Security & Monitoring; Audio & Home Theater; Home Health Care; Home Entertainment; Paint & Home Décor; Rx Services & Savings Programs; Home Energy Technology; Cell Phones & Services; Home Audio & Theater; Home Accents; Home Audio; Home Office Equipment; Home Decor; Home Health & Mobility; Home,"Theater, Service, Home"
182,TV & Home Theater Services; Cell Phones & Services; Auto Services; TV & Internet Service Providers; Rx Services & Savings Programs,"Programs, Savings, Service"
183,Cell Phones & Services; Networking & Internet; Auto Services; Rx Services & Savings Programs; TV & Home Theater Services; Networking & Wireless; Verizon Wireless; TV & Internet Service Providers,"Providers, Internet, Service, Networking"
184,Cell Phones & Services; Unlocked Phones; Auto Services; Rx Services & Savings Programs; TV & Home Theater Services; No-Contract Phones; TV & Internet Service Providers,"Cell, Phones, Service, Unlocked"
185,Home Theater Systems; Hallway & Entryway Furniture; Baby Furniture; Living Room Furniture; Baby & Kids Furniture; Kids Bedroom Furniture; Game Room Furniture; TV & Home Theater Services; Home Improvement; Office Furniture; Home & Garden; Bar Furniture; Home Office Furniture; Kids Playroom Furniture; Bedroom Furniture; Home Energy Technology; Audio & Home Theater; Home Health Care; Kids' Furniture; Furniture & Décor; Paint & Home Décor; Business Office Furniture; Furniture & Decor; Home Security & Monitoring; Accent Furniture; Bathroom Furniture; Home Entertainment; Home Audio & Theater; Kitchen & Dining Furniture; Home Accents; Home Audio; Patio Furniture; Nursery Furniture; Home Decor; Home Health & Mobility; Home; Furniture; Home Office Equipment,"Furniture, Accent, Home"
186,Home Theater Systems; Hallway & Entryway Furniture; Bar Furniture; Living Room Furniture; Baby & Kids Furniture; Kids Bedroom Furniture; Game Room Furniture; TV & Home Theater Services; Home Improvement; Office Furniture; Home & Garden; Baby Furniture; Home Office Furniture; Kids Playroom Furniture; Bedroom Furniture; Home Energy Technology; Audio & Home Theater; Home Health Care; Furniture; Furniture & Décor; Paint & Home Décor; Business Office Furniture; Furniture & Decor; Home Security & Monitoring; Accent Furniture; Bathroom Furniture; Patio & Outdoor Decor; Home Entertainment; Home Audio & Theater; Kitchen & Dining Furniture; Home Accents; Home Audio; Patio Furniture; Nursery Furniture; Home Decor; Nursery Decor; Home Health & Mobility; Home; Kids' Furniture; Home Office Equipment,"Decor, Furniture, Home"
187,Home Theater Systems; Baby Safety; Hallway & Entryway Furniture; Bar Furniture; Living Room Furniture; Baby Bedding; Baby & Kids D�cor; Personal Care; Game Room Furniture; Baby Clothing; TV & Home Theater Services; Home Improvement; Office Furniture; Oral Care; Home & Garden; Baby Furniture; Home Office Furniture; Kids Playroom Furniture; Personal Care & Beauty; Bedroom Furniture; Baby; Home Energy Technology; Audio & Home Theater; Home Health Care; Gifts for Baby; Furniture; Baby & Kids Furniture; Baby Gifts; Vacuum Cleaners & Floor Care; Skin Care; Bath & Skin Care; Baby Bath & Skin Care; Paint & Home Décor; Baby Toys; Baby & Toddler Feeding; Business Office Furniture; Furniture & Décor; Furniture & Decor; Home Security & Monitoring; Accent Furniture; Bathroom Furniture; Kids Bedroom Furniture; Home Entertainment; Home Audio & Theater; Baby Registry; Kitchen & Dining Furniture; Home Accents; Home Audio; Patio Furniture; Nursery Furniture; Baby Gear; Car Care & Maintenance; Gardening & Lawn Care; Home Health & Mobility; Hair Care; Baby & Kids Bedding; Home Decor; Home; Kids' Furniture; Home Office Equipment,"Baby, Furniture, Home, Care"
188,Hallway & Entryway Furniture; Bar Furniture; Patio & Garden; Living Room Furniture; Baby & Kids Furniture; Kids Bedroom Furniture; Game Room Furniture; Office Furniture; Baby Furniture; Home Office Furniture; Kids Playroom Furniture; Bedroom Furniture; Furniture; Furniture & Décor; Garden & Patio; Business Office Furniture; Furniture & Decor; Accent Furniture; Bathroom Furniture; Patio & Outdoor Decor; Patio; Kitchen & Dining Furniture; Patio Furniture; Nursery Furniture; Home Decor; Nursery Decor; Kids' Furniture,"Decor, Patio, Furniture"
189,Outdoor Power Equipment; Outdoor Party; Hallway & Entryway Furniture; Bath & Skin Care; Car Video & Back-Up Cameras; Game Room Furniture; Dolls & Accessories; Oral Care; TV & Home Theater Services; Lighting; Home Security & Monitoring; Audio & Home Theater; Wall Lighting; Tire Accessories; Shower Curtains & Accessories; Furniture; Furniture & Décor; MP3 Accessories & Docking Stations; Bathroom Furniture; Accessories; Outdoors & Recreation; Patio Furniture; Sports & Outdoor Recreation; Home & Garden; Living Room Furniture; Film Cameras & Accessories; Home Improvement; Binders & Accessories; Baby Furniture; Computers & Accessories; Home Energy Technology; Skin Care; Grills & Outdoor Cooking; Awnings & Outdoor Shading; Outdoors; Patio & Outdoor Decor; Outdoor Games & Play; Home Entertainment; Home Audio & Theater; Outdoor Play; Home Audio; Smartphone & iPod Car Connectors; Home Decor; Computer Accessories; Home; Jewelry Boxes & Accessories; Home Theater Systems; DJ & Lighting Equipment; Car Seats & Strollers; Travel Accessories; Car Installation Parts; Hair Care; Office Furniture; Bedding Accessories; Baby & Kids Furniture; Vacuum Cleaners & Floor Care; Garden & Patio; Business Office Furniture; Furniture & Decor; Accent Furniture; Exterior Accessories; Paint & Home Décor; Kitchen & Dining Furniture; Home Office Equipment; Ceiling Lighting; Kids' Furniture; Outdoor Living; Outdoor Lighting; Interior Accessories; Nursery Furniture; Patio & Garden; Kids Bedroom Furniture; Personal Care; Outdoor Cooking; Jewelry and Accessories; Swimming Pools & Accessories; Bar Furniture; Car Security & Remote Start; Home Office Furniture; Kids Playroom Furniture; Personal Care & Beauty; Bedroom Furniture; Home Health Care; Sports & Outdoors; Bouncers & Outdoor Play; iPod & MP3 Players; Baby Bath & Skin Care; Track Lighting & Accessories; Outdoor Heating; Car Audio; Patio; Desk Accessories; iPods & MP3 Players; Outdoor D�cor; Home Accents; Car Care & Maintenance; Outdoor Recreation; Gardening & Lawn Care; Home Health & Mobility; Car Seats,"Outdoor, Patio, Furniture, Home, Care"
190,Home Theater Systems; Home & Garden; Bar Furniture; Patio & Garden; Living Room Furniture; Baby & Kids Furniture; Kids Bedroom Furniture; Game Room Furniture; TV & Home Theater Services; Lawn and Garden; Home Improvement; Office Furniture; Hallway & Entryway Furniture; Baby Furniture; Home Office Furniture; Kids Playroom Furniture; Bedroom Furniture; Home Energy Technology; Audio & Home Theater; Home Health Care; Furniture; Furniture & Décor; Garden & Patio; Paint & Home Décor; Business Office Furniture; Furniture & Decor; Home Security & Monitoring; Accent Furniture; Bathroom Furniture; Patio & Outdoor Decor; Patio; Home Entertainment; Home Audio & Theater; Kitchen & Dining Furniture; Home Accents; Home Audio; Patio Furniture; Nursery Furniture; Home Decor; Gardening & Lawn Care; Home Health & Mobility; Home; Kids' Furniture; Home Office Equipment; Lawn & Garden,"Garden, Patio, Furniture, Home"
